Q_signed_au,Q_absolute_au,Eprime_keV,E0_keV,E0_minus_Eprime_keV,Eprime_minus_E0_keV,theta_deg,q_gamma_keV_c
-38.429246775301216,38.429246775301216,278.0083028677606,662.0,383.9916971322394,-383.9916971322394,106.0943811529545,785.8579657795971
-15.772743147025706,15.772743147025706,401.21620941396384,662.0,260.78379058603616,-260.78379058603616,60.11393485183341,578.3845182079885
-12.23506698157336,12.23506698157336,444.33029633953396,662.0,217.66970366046604,-217.66970366046604,51.5480016090184,519.459394479181
-9.449338217546044,9.449338217546044,480.5739143772915,662.0,181.4260856227085,-181.4260856227085,44.879531032150226,467.26062164697737
-27.481361203687893,27.481361203687893,272.13551845396677,662.0,389.86448154603323,-389.86448154603323,96.07529056905727,741.9130435614632
-11.298809238081013,11.298809238081013,456.24472646774996,662.0,205.75527353225004,-205.75527353225004,49.3156635566338,502.6098622090441
-30.07557333746375,30.07557333746375,245.3712225248009,662.0,416.62877747519906,-416.62877747519906,108.09856878250444,774.1919920468033
-21.02112925587566,21.02112925587566,341.33564029730707,662.0,320.66435970269293,-320.66435970269293,74.04724193257637,656.1584474434403
-13.663877647495418,13.663877647495418,426.58523232702856,662.0,235.41476767297144,-235.41476767297144,54.96901432713176,544.0712197829457
21.006796997599587,21.006796997599587,293.35206327842116,662.0,368.64793672157884,-368.64793672157884,53.28817478788397,540.4800423694093
-17.322509433638675,17.322509433638675,383.1015266286018,662.0,278.8984733713982,-278.8984733713982,64.02018705234131,602.3437475692709
-17.773998697639687,17.773998697639687,377.8985214651993,662.0,284.1014785348007,-284.1014785348007,65.18500204181646,609.1508366792275
-16.705304493109796,16.705304493109796,390.2670298948497,662.0,271.7329701051503,-271.7329701051503,62.44857391266018,592.915938486861
-35.946865949966735,35.946865949966735,186.45591087542294,662.0,475.54408912457706,-475.54408912457706,165.6238834950813,843.8881460836661
-3.147725354349734,3.147725354349734,577.2157568563532,662.0,84.78424314364679,-84.78424314364679,27.548537824253096,306.32936448959293
33.7510270315122,33.7510270315122,121.30138955468774,662.0,540.6986104453123,-540.6986104453123,68.6743914545545,628.1336660206188
