p,ChiF,ChiG,ChiTotal,I(p),J(Q)
251.70000000000002,4.6352758436624137e-07,-0.00023238668095636856,0.00023238714324105476,0.0034212958091125877,9.151300055839239e-05
251.75,4.077164376984465e-07,-0.00023257591195732455,0.0002325762693300302,0.0034282284777864443,9.117287126720457e-05
251.8,3.519059380094636e-07,-0.00023270634546876176,0.00023270661155028644,0.0034334355252235603,9.083220680718916e-05
251.85000000000002,2.961256529195128e-07,-0.00023277800373811846,0.00023277819209433217,0.0034369126303929972,9.049117891688147e-05
251.9,2.4040511386012683e-07,-0.00023279093481709515,0.00023279105895123166,0.0034386575457029233,9.014995955853721e-05
251.95000000000002,1.8477379968054544e-07,-0.0002327452125032629,0.00023274528584816932,0.003438670096991202,8.980872071219522e-05
252.0,1.292611203283141e-07,-0.00023264093626839785,0.0002326409721787501,0.0034369521802411424,8.94676341701098e-05
252.05,7.389640061039135e-08,-0.00023247823117364595,0.00023247824291813888,0.0034335077550358786,8.91268713318716e-05
252.10000000000002,1.8708864042434288e-08,-0.00023225724777160503,0.00023225724852512638,0.0034283428347700426,8.878660300054454e-05
252.15,-3.627238320750098e-08,-0.0002319781619954258,0.0002319781648312224,0.0034214654736434693,8.844699918013308e-05
252.20000000000002,-9.101836827394528e-08,-0.00023164117503503121,0.00023164119291687593,0.0034128857504671516,8.810822887469765e-05
252.25,-1.455002674407795e-07,-0.0002312465132005523,0.00023124655897491974,0.0034026157493171516,8.777045988943249e-05
252.3,-1.996894218743491e-07,-0.00023079442777311062,0.00023079451416136993,0.003390669537078542,8.743385863400892e-05
252.35000000000002,-2.535573532345855e-07,-0.0002302851948430057,0.00023028533443363795,0.003377063137924602,8.709858992849306e-05
252.4,-3.070757791602518e-07,-0.00022971911513548516,0.00022971932037633324,0.0033618145047853223,8.676481681213113e-05
252.45000000000002,-3.602166286196325e-07,-0.00022909651382413304,0.0002290967970146914,0.003344943487860119,8.643270035529612e-05
252.5,-4.1295205712230166e-07,-0.0002284177403320748,0.00022841811361582653,0.0033264718002394794,8.610239947488366e-05
252.55,-4.652544617847099e-07,-0.0002276831681210331,0.0002276836434778415,0.0033064229807003185,8.577407075343105e-05
252.60000000000002,-5.170964962437141e-07,-0.0002268931944684287,0.0002268937837069906,0.003284822353749216,8.544786826223698e-05
252.65,-5.684510854123322e-07,-0.00022604824023257896,0.00022604895498294663,0.003261696986988177,8.512394338874098e-05
252.70000000000002,-6.192914400712112e-07,-0.00022514874960619257,0.00022514960131237127,0.003237075645886255,8.480244466842025e-05
252.75,-6.695910712898105e-07,-0.00022419518985820314,0.00022419618977083107,0.0032109887460401018,8.448351762145301e-05
252.8,-7.19323804671449e-07,-0.00022318805106414782,0.00022318921023326514,0.0031834683030154036,8.416730459438164e-05
252.85000000000002,-7.6846379441617e-07,-0.00022212784582517688,0.00022212917509309055,0.0031545478798615935,8.385394460701007e-05
252.9,-8.169855371951937e-07,-0.00022101510897583944,0.0002210166189700905,0.003124262532397733,8.354357320474965e-05
252.95000000000002,-8.648638858312009e-07,-0.00021985039728078903,0.00021985209840722872,0.0030926487523709797,8.323632231662436e-05
253.0,-9.120740627779735e-07,-0.00021863428912053428,0.00021863619155651558,0.003059744408591917,8.293232011913523e-05
253.05,-9.585916733940683e-07,-0.00021736738416640162,0.0002173694978540925,0.0030255886861554164,8.263169090616746e-05
253.10000000000002,-1.0043927190036014e-06,-0.00021605030304484033,0.00021605263768466546,0.002990222023857638,8.233455496512166e-05
253.15,-1.0494536097385331e-06,-0.00021468368699120857,0.00021468625203542542,0.002953686049922794,8.204102845943028e-05
253.20000000000002,-1.0937511771566105e-06,-0.00021326819749322633,0.00021327100213964232,0.002916023516157215,8.175122331761448e-05
253.25,-1.1372626866277906e-06,-0.00021180451592423005,0.00021180756911006702,0.0028772782306491365,8.146524712902454e-05
253.3,-1.1799658494843921e-06,-0.00021029334316638896,0.0002102966535623013,0.0028374949891355095,8.118320304638969e-05
253.35000000000002,-1.2218388349274233e-06,-0.00020873539922406257,0.00020873897522831554,0.0027967195051595227,8.090518969529929e-05
253.4,-1.2628602816838997e-06,-0.0002071314228274727,0.0002071352725602869,0.0027549983391440456,8.063130109071651e-05
253.45000000000002,-1.3030093094082176e-06,-0.0002054821710268198,0.00020548630232488884,0.0027123788265064944,8.036162656061838e-05
253.5,-1.342265529821701e-06,-0.00020378841877711717,0.0002037928391883047,0.002668909004945621,8.009625067684358e-05
253.55,-1.380609057583929e-06,-0.00020205095851380905,0.0002020556752920315,0.0026246375410261835,7.983525319321089e-05
253.60000000000002,-1.418020520889374e-06,-0.00020027059971948287,0.00020027561981978486,0.0025796136561946647,7.9578708990967e-05
253.65,-1.4544810717831644e-06,-0.0001984481684817612,0.00019845349855559025,0.0025338870523537267,7.932668803160106e-05
253.70000000000002,-1.4899723961898552e-06,-0.00019658450704266708,0.00019659015343335441,0.002487507837128787,7.907925531705563e-05
253.75,-1.5244767236482548e-06,-0.00019468047333960978,0.00019468644207806422,0.0024405264489562465,7.883647085735066e-05
253.8,-1.5579768367467868e-06,-0.0001927369405382373,0.00019274323733885933,0.002392993582125228,7.859838964561929e-05
253.85000000000002,-1.5904560802522364e-06,-0.0001907547965573541,0.0001907614268141774,0.0023449601119029007,7.836506164054911e-05
253.9,-1.6218983699261704e-06,-0.00018873494358615675,0.0001887419123692248,0.0022964770198741166,7.813653175620194e-05
253.95000000000002,-1.6522882010225952e-06,-0.00018667829759398306,0.00018668560964596855,0.0022475953196236208,7.791283985917734e-05
254.0,-1.6816106564604291e-06,-0.0001845857878328676,0.00018459344756594244,0.00219836598289023,7.769402077307264e-05
254.05,-1.7098514146649298e-06,-0.00018245835633308956,0.0001824663678260542,0.002148839866318309,7.748010429017465e-05
254.10000000000002,-1.7369967570713522e-06,-0.00018029695739202014,0.00018030532438770077,0.002099067638933004,7.727111519031364e-05
254.15,-1.76303357528561e-06,-0.00017810255705649956,0.00017811128295942193,0.002049099710461891,7.70670732667906e-05
254.20000000000002,-1.7879493778953593e-06,-0.00017587613259902512,0.00017588522047337515,0.0019989861606246953,7.686799335928152e-05
254.25,-1.8117322969254862e-06,-0.00017361867198802152,0.00017362812455590232,0.0019487766695100103,7.66738853936106e-05
254.3,-1.8343710939328328e-06,-0.00017133117335247822,0.0001713409929924745,0.0018985204491556063,7.648475442826867e-05
254.35000000000002,-1.8558551657340487e-06,-0.00016901464444125342,0.0001690248331873145,0.0018482661764463108,7.630060070754848e-05
254.4,-1.8761745497609202e-06,-0.00016667010207732107,0.00016668066161797473,0.0017980619274398104,7.612141972115127e-05
254.45000000000002,-1.8953199290382925e-06,-0.0001642985716072895,0.0001643095032851997,0.00174795511322854,7.594720227011258e-05
254.5,-1.9132826367789943e-06,-0.0001619010863465069,0.00016191239115838937,0.0016979924174419319,7.577793453888473e-05
254.55,-1.930054660590716e-06,-0.0001594786870200362,0.00015949036561694731,0.0016482197354888899,7.561359817340021e-05
254.60000000000002,-1.945628646290258e-06,-0.00015703242119988761,0.00015704447388790278,0.001598682115638624,7.54541703649362e-05
254.65,-1.9599979013202896e-06,-0.0001545633427387928,0.00015457576948009255,0.0015494237020316282,7.529962393958591e-05
254.70000000000002,-1.973156397764344e-06,-0.00015207251120087813,0.00015208531161526163,0.0015004876797098453,7.514992745313731e-05
