Q,J_1s(2),J_2s(2),J_2p(6),J_3s(2),J_3p(6),J_4s(1),J_3d(10),J_total_Zn
3.0,0.028112306764555804,0.07131886183691573,0.053084236059570473,0.020006021174872563,0.05529736506348448,0.0018332590788757,0.06710712086007666,1.5639017130495358
3.0500000000000003,0.028082268228525005,0.07035736271738266,0.0529793634251446,0.0191778790035883,0.052784194041735254,0.0016798720701583475,0.06520550680437874,1.5252311768843752
3.1,0.028051777630421538,0.06939493698298035,0.052870723199142655,0.01844155387019145,0.05035478000912638,0.0015422645734956776,0.06334866146469917,1.487700700010784
3.1500000000000004,0.028020837098034383,0.06843204412993911,0.05275828689361361,0.01778984567194428,0.04800908851075807,0.0014191462145341156,0.061536358349496896,1.4512915821501027
3.2,0.027989448787732345,0.06746913535755099,0.05264202926448113,0.017215856952968775,0.0457468196930776,0.0013092994682503422,0.059768284740146484,1.4159834222798222
3.25,0.02795761488412998,0.06650665331979164,0.05252192832505722,0.016713001520406126,0.04356743101743721,0.001211579606963882,0.05804405160170987,1.3817543707346482
3.3000000000000003,0.02792533759974895,0.06554503189105458,0.05239796535368534,0.01627501002238536,0.04147015933631656,0.0011249138265507807,0.05636320270375139,1.3485813618570046
3.35,0.027892619174675032,0.06458469594612133,0.05227012489566997,0.015895932796588855,0.03945404222316028,0.0010482997221498527,0.054725222988866194,1.3164403278807135
3.4000000000000004,0.027859461876210866,0.06362606115447919,0.05213839475965571,0.015570140285817562,0.03751793846817858,0.0009808032587549254,0.05312954622915561,1.2853063948090868
3.45,0.02782586799852469,0.06266953378908158,0.05200276600862505,0.0152923213028124,0.0356605476718906,0.0009215563595000683,0.051575562012421784,1.2551540611071492
3.5,0.027791839862295137,0.06171551054962454,0.05186323294568836,0.015057479411133839,0.03388042888568445,0.000869754214794201,0.05006262210052063,1.2259573600691387
3.5500000000000003,0.027757379814352327,0.060764378400389306,0.05171979309484422,0.01486092767254341,0.032176018264284935,0.0008246523984125242,0.04859004620225665,1.1976900067487366
